SCORES angle_constraint atom_pair_constraint chainbreak coordinate_constraint dihedral_constraint dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_pair fa_rep fa_sol frac_atoms_within_0.5 frac_atoms_within_1.0 frac_atoms_within_2.0 hack_elec hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb if_angle_constraint if_atom_pair_constraint if_chainbreak if_coordinate_constraint if_dihedral_constraint if_dslf_ca_dih if_dslf_cs_ang if_dslf_ss_dih if_dslf_ss_dst if_fa_atr if_fa_dun if_fa_intra_rep if_fa_pair if_fa_rep if_fa_sol if_hack_elec if_hbond_bb_sc if_hbond_lr_bb if_hbond_sc if_hbond_sr_bb if_omega if_p_aa_pp if_pro_close if_ref interface_delta ligand_auto_rms_no_super ligand_auto_rms_with_super ligand_centroid_travel ligand_is_touching omega p_aa_pp pro_close ref total_score
hNN_1sjw_d2n_des_1_0361 0 0 0 0 0.0918599 0 0 0 0 -540.706 68.9817 1.33388 -19.1964 63.4563 249.977 0 0 0.346154 -16.8727 -27.7161 -95.2717 -16.7553 -118.759 0 -41.1913 0 0 0 0 0 0 0 -12.9215 0 0 0.144716 2.30335 5.24211 -0.188651 -0.172577 1.42109e-14 -0.131329 1.42109e-14 0 0 0 0 -46.9152 3.91032 1.97789 1.60196 1 20.6388 -26.0635 6.05272 -34.86 -485.668
hNN_1sjw_d2n_des_1_0362 0 0 0 0 5.45803e-07 0 0 0 0 -544.671 67.1309 1.30407 -18.5435 55.3966 251.282 0 0 0.192308 -16.7528 -27.6105 -95.2717 -17.9008 -118.759 0 -41.2407 0 0 0 0 0 0 0 -14.1698 0 0 0.110464 3.44543 5.52861 -0.368317 -0.145457 4.12115e-13 -0.785765 7.10543e-14 0 0 0 0 -47.6256 2.89204 2.21616 1.90455 1 20.6388 -26.0635 6.05447 -34.86 -498.625
hNN_1sjw_d2n_des_1_0363 0 0 0 0 1.99999 0 0 0 0 -548.135 68.7681 1.37502 -18.1503 60.1802 258.629 0 0 0.0384615 -16.3988 -28.0199 -95.2717 -16.1826 -118.759 0 -41.4088 0 0 0 0 0 0 0 -16.7653 0 0 0.106517 6.29253 10.7399 0.0523268 -0.237413 0 -0.347155 -2.84217e-14 0 0 0 0 -41.5674 8.15204 1.90237 3.28785 1 20.6388 -26.0635 6.0517 -34.86 -484.197
hNN_1sjw_d2n_des_1_0364 0 0 0 0 5.79619 0 0 0 0 -547.225 76.707 1.36961 -18.5143 69.6532 252.631 0 0.0769231 0.0769231 -16.2686 -27.6623 -95.2717 -15.0685 -118.759 0 -41.1936 0 0 0 0 0 0 0 -21.5468 0 0 -0.00175439 9.60854 9.84704 0.157101 -0.326951 0 -0.112043 -2.84217e-14 0 0 0 0 -43.5684 8.25734 1.81401 3.80221 1 20.6388 -26.0635 11.4476 -34.86 -461.45
hNN_1sjw_d2n_des_1_0365 0 0 0 0 0.335018 0 0 0 0 -540.805 73.0473 1.64819 -18.2542 57.7503 251.168 0 0 0.115385 -16.4345 -26.7076 -95.2717 -16.6521 -118.759 0 -41.0803 0 0 0 0 0 0 0 -15.2663 0 0 0.143948 3.92971 8.0007 -0.550919 -0.134528 0 -1.47462 -2.84217e-14 0 0 0 0 -46.4323 3.85993 1.15033 1.48339 1 20.6388 -26.0635 2.30099 -34.86 -486.918
hNN_1sjw_d2n_des_1_0366 0 0 0 0 0.876463 0 0 0 0 -542.534 78.8634 1.4157 -18.0176 81.8412 256.353 0 0 0 -16.5718 -27.2058 -95.2717 -17.3502 -118.759 0 -41.3068 0 0 0 0 0 0 0 -15.8261 0 0 0.0749134 7.15448 10.6039 0.000385045 -0.114973 0 -0.132227 -2.84217e-14 0 0 0 0 -39.5464 8.12205 1.85265 5.19424 1 20.6388 -26.0635 2.21222 -34.86 -454.432
hNN_1sjw_d2n_des_1_0367 0 0 0 0 0.043422 0 0 0 0 -543.335 68.7959 1.30251 -18.2011 55.3349 251.32 0 0 0.0384615 -17.0199 -27.6788 -95.2717 -15.3752 -118.759 0 -41.289 0 0 0 0 0 0 0 -13.7233 0 0 0.0792405 0.604421 5.80884 -0.457686 -0.243803 4.12115e-13 -1.19804 7.10543e-14 0 0 0 0 -50.4194 3.18015 1.90261 1.96612 1 20.6388 -26.0635 6.09619 -34.86 -493.032
hNN_1sjw_d2n_des_1_0368 0 0 0 0 0.36478 0 0 0 0 -544.198 68.5532 1.27514 -17.7143 59.9141 257.391 0 0.0384615 0.0769231 -16.2417 -27.2773 -95.2717 -14.2576 -118.759 0 -41.0226 0 0 0 0 0 0 0 -18.8205 0 0 0.0215497 7.6962 11.7185 0.0593651 -0.244946 0 -1.31965 -2.84217e-14 0 0 0 0 -41.9121 4.31329 1.28709 3.43715 1 20.6388 -26.0635 6.05291 -34.86 -480.452
hNN_1sjw_d2n_des_1_0369 0 0 0 0 3.41986 0 0 0 0 -546.537 69.6185 1.3671 -18.0789 59.3491 256.574 0 0 0.0384615 -17.3127 -28.8752 -95.2717 -19.8753 -118.759 0 -41.2647 0 0 0 0 0 0 0 -18.6446 0 0 0.0352863 4.45796 12.2714 -0.636539 -0.24024 4.12115e-13 -4.32292 7.10543e-14 0 0 0 0 -48.3443 5.26335 2.09384 1.83014 1 20.6388 -26.0635 6.05136 -34.86 -488.614
hNN_1sjw_d2n_des_1_0370 0 0 0 0 0.901639 0 0 0 0 -549.143 77.2126 1.62155 -18.6566 75.7474 252.934 0 0 0 -18.0277 -27.7364 -95.2717 -20.9429 -118.759 0 -41.3348 0 0 0 0 0 0 0 -19.9242 0 0 0.0887764 4.5167 7.64904 -0.672813 -0.333901 0 -2.55871 -2.84217e-14 0 0 0 0 -52.5698 5.10412 1.11672 4.23475 1 20.6388 -26.0635 6.05092 -34.86 -474.354
hNN_1sjw_d2n_des_1_0371 0 0 0 0 11.149 0 0 0 0 -552.408 79.7483 1.30222 -18.4921 85.1194 261.162 0 0 0.153846 -17.3041 -24.5997 -95.2717 -16.4831 -118.759 0 -41.1293 0 0 0 0 0 0 0 -24.9584 0 0 0.0782681 23.8975 15.7248 -0.413599 -0.155372 2.41585e-13 -1.92606 -1.42109e-14 0 0 0 0 -28.8822 6.33389 2.05353 3.16622 1 20.6388 -26.0635 6.05227 -34.86 -439.068
hNN_1sjw_d2n_des_1_0372 0 0 0 0 0.030405 0 0 0 0 -545.7 70.6344 1.38164 -18.1177 64.0869 254.84 0.0769231 0.269231 0.346154 -16.5664 -26.9568 -95.2717 -19.9566 -118.759 0 -40.8172 0 0 0 0 0 0 0 -17.9946 0 0 0.0776661 3.53841 10.9589 -0.251915 -0.431166 1.42109e-14 -3.82176 1.42109e-14 0 0 0 0 -48.7417 4.71964 1.86188 2.41835 1 20.6388 -26.0635 6.05432 -34.86 -484.585
hNN_1sjw_d2n_des_1_0373 0 0 0 0 0.201907 0 0 0 0 -537.675 68.4316 1.28912 -18.8789 52.2758 249.24 0 0 0.0769231 -17.1165 -27.1807 -95.2717 -13.9425 -118.759 0 -41.8725 0 0 0 0 0 0 0 -13.038 0 0 0.00897117 1.26162 8.44231 -0.932302 -0.240278 0 -1.41326 -2.84217e-14 0 0 0 0 -47.7834 8.62108 1.2076 4.3683 1 20.6388 -26.0635 6.0516 -34.86 -491.618
hNN_1sjw_d2n_des_1_0374 0 0 0 0 0.231954 0 0 0 0 -538.249 68.4394 1.2976 -18.2087 58.0525 250.596 0 0.0384615 0.0769231 -16.4039 -26.916 -95.2717 -14.8934 -118.759 0 -41.6345 0 0 0 0 0 0 0 -16.1621 0 0 0.127599 2.82847 9.42184 -0.436624 -0.26633 0 -1.49843 -2.84217e-14 0 0 0 0 -47.6201 7.59627 1.94946 2.02411 1 20.6388 -26.0635 6.05204 -34.86 -484.315
hNN_1sjw_d2n_des_1_0375 0 0 0 0 0.0172544 0 0 0 0 -539.195 69.5822 1.29741 -18.265 58.5932 252.922 0 0 0.0384615 -16.6906 -28.6184 -95.2717 -17.5853 -118.759 0 -41.5192 0 0 0 0 0 0 0 -15.3051 0 0 0.0321587 4.63504 10.0145 -0.199008 -0.290187 5.68434e-14 -1.88139 1.27898e-13 0 0 0 0 -44.5132 8.33042 1.24722 4.21569 1 20.6388 -26.0635 6.07182 -34.86 -486.185
hNN_1sjw_d2n_des_1_0376 0 0 0 0 0.0399391 0 0 0 0 -538.465 66.8693 1.32989 -18.3912 57.2392 250.636 0 0 0 -16.5475 -26.8911 -95.2717 -16.1589 -118.759 0 -41.4172 0 0 0 0 0 0 0 -12.4896 0 0 0.107044 1.55724 6.31765 -0.375971 -0.236595 0 -0.195829 -2.84217e-14 0 0 0 0 -46.7333 7.20046 1.12311 4.54382 1 20.6388 -26.0635 6.05085 -34.86 -488.603
hNN_1sjw_d2n_des_1_0377 0 0 0 0 0.291609 0 0 0 0 -544.033 67.4521 1.30258 -18.3267 55.4628 254.959 0 0 0.0384615 -17.5633 -29.3824 -95.2717 -18.0049 -118.759 0 -41.3545 0 0 0 0 0 0 0 -10.9551 0 0 0.0990518 2.35103 5.01078 -0.43658 -0.221736 4.12115e-13 -1.4918 7.10543e-14 0 0 0 0 -46.9988 4.97521 2.23832 3.99929 1 20.6388 -26.0635 6.07169 -34.86 -496.086
hNN_1sjw_d2n_des_1_0378 0 0 0 0 2.49683 0 0 0 0 -557.339 83.0441 1.30075 -18.8508 102.186 261.176 0 0 0 -17.1285 -28.7759 -95.2717 -18.5227 -118.759 0 -41.2408 0 0 0 0 0 0 0 -26.1211 0 0 -0.00112665 19.9919 14.7389 0.0255881 -0.315356 5.68434e-14 -2.41287 1.27898e-13 0 0 0 0 -35.3348 7.51549 1.17492 2.973 1 20.6388 -26.0635 5.96607 -34.86 -438.762
hNN_1sjw_d2n_des_1_0379 0 0 0 0 0.704696 0 0 0 0 -544.083 67.3127 1.3025 -18.7671 53.6537 252.904 0 0.0384615 0.230769 -16.8654 -28.281 -95.2717 -16.2473 -118.759 0 -41.0142 0 0 0 0 0 0 0 -16.7629 0 0 0.0900551 2.26424 7.07884 -0.109829 -0.213361 0 -0.120395 -2.84217e-14 0 0 0 0 -48.7876 3.83362 1.17092 0.795078 1 20.6388 -26.0635 6.05158 -34.86 -496.629
hNN_1sjw_d2n_des_1_0380 0 0 0 0 5.569e-09 0 0 0 0 -535.518 68.71 1.32828 -18.1067 53.8382 245.452 0 0 0 -16.6957 -26.4187 -95.2717 -15.4413 -118.759 0 -41.5475 0 0 0 0 0 0 0 -8.54319 0 0 0.0202448 0.657163 2.58021 0.0783413 -0.0429817 4.12115e-13 -0.055068 7.10543e-14 0 0 0 0 -46.8528 7.45827 1.58591 6.59327 1 20.6388 -26.0635 11.4476 -34.86 -485.719
hNN_1sjw_d2n_des_1_0381 0 0 0 0 0.417766 0 0 0 0 -545.588 67.9313 1.32413 -17.8326 59.2767 252.794 0 0 0.230769 -15.3905 -27.0917 -95.2717 -11.3662 -118.759 0 -40.9705 0 0 0 0 0 0 0 -15.0052 0 0 0.0904427 5.71794 6.01583 0.470303 -0.266437 0 -0.110219 -2.84217e-14 0 0 0 0 -44.0578 4.02888 1.93337 2.01308 1 20.6388 -26.0635 6.05318 -34.86 -483.787
hNN_1sjw_d2n_des_1_0382 0 0 0 0 0.632893 0 0 0 0 -540.763 69.591 1.33591 -18.1664 55.7113 250.345 0 0 0.0384615 -17.2483 -28.9057 -95.2717 -14.3425 -118.759 0 -41.4394 0 0 0 0 0 0 0 -15.2434 0 0 0.0670897 3.20194 5.45467 -0.641187 -0.277699 4.12115e-13 -1.08211 7.10543e-14 0 0 0 0 -49.9601 6.44583 2.01034 3.96745 1 20.6388 -26.0635 6.05226 -34.86 -490.072
hNN_1sjw_d2n_des_1_0383 0 0 0 0 0.0228168 0 0 0 0 -539.533 66.7131 1.30617 -18.4505 53.4843 253.232 0 0 0.115385 -16.9216 -28.4425 -95.2717 -15.8668 -118.759 0 -41.4591 0 0 0 0 0 0 0 -12.7659 0 0 0.115451 1.69112 7.74514 -0.291362 -0.285433 0 -1.61988 -2.84217e-14 0 0 0 0 -46.8699 7.95454 1.59229 1.88201 1 20.6388 -26.0635 6.05231 -34.86 -492.718
hNN_1sjw_d2n_des_1_0384 0 0 0 0 1.14475 0 0 0 0 -546.038 69.7373 1.3331 -18.4876 53.2943 254.894 0 0.0769231 0.307692 -17.3348 -27.9537 -95.2717 -21.1079 -118.759 0 -40.9824 0 0 0 0 0 0 0 -17.2867 0 0 0.115336 2.44202 9.5034 -0.845912 -0.0849345 0 -4.39756 -2.84217e-14 0 0 0 0 -51.5368 4.014 1.25863 0.904969 1 20.6388 -26.0635 6.05168 -34.86 -498.782
hNN_1sjw_d2n_des_1_0385 0 0 0 0 0.818656 0 0 0 0 -546.54 72.5858 1.46172 -19.2504 84.9824 250.764 0 0 0.346154 -16.5089 -28.0913 -95.2717 -14.4895 -118.759 0 -41.0134 0 0 0 0 0 0 0 -14.1947 0 0 0.145215 3.98011 4.00014 -0.0275246 -0.306265 5.68434e-14 -0.116087 1.27898e-13 0 0 0 0 -47.5325 3.01055 1.82389 1.75969 1 20.6388 -26.0635 6.05313 -34.86 -462.529
hNN_1sjw_d2n_des_1_0386 0 0 0 0 1.34154 0 0 0 0 -555.645 73.9997 1.30465 -18.4484 66.8778 260.593 0.0384615 0.0769231 0.307692 -18.253 -30.4934 -95.2717 -20.1201 -118.759 0 -41.092 0 0 0 0 0 0 0 -23.6944 0 0 -0.151504 10.7283 12.5728 -0.434841 -0.291583 1.42109e-14 -3.14652 1.42109e-14 0 0 0 0 -45.5097 4.9998 1.95689 3.6175 1 20.6388 -26.0635 11.4476 -34.86 -481.71
hNN_1sjw_d2n_des_1_0387 0 0 0 0 0.0909783 0 0 0 0 -541.359 69.1464 1.30252 -18.2121 57.0652 252.072 0 0 0.0769231 -16.6101 -26.3212 -95.2717 -17.3432 -118.759 0 -41.3856 0 0 0 0 0 0 0 -14.0512 0 0 -0.088481 2.50508 8.64049 -0.18896 -0.30427 5.68434e-14 -1.28277 1.27898e-13 0 0 0 0 -46.1557 7.67379 1.10486 1.08871 1 20.6388 -26.0635 6.05765 -34.86 -488.426
hNN_1sjw_d2n_des_1_0388 0 0 0 0 72.4427 0 0 0 0 -563.175 86.8892 1.49584 -18.2584 198.647 262.907 0 0.0384615 0.0769231 -17.2029 -30.4169 -95.2717 -14.2053 -118.759 0 -41.0639 0 0 0 0 0 0 0 -30.5132 0 0 -0.246557 121.41 15.4335 0.0164562 -1.38112 2.41585e-13 -0.00387598 -1.42109e-14 0 0 0 0 63.6518 8.48191 0.815709 5.13294 1 20.6388 -26.0635 11.4476 -34.86 -263.743
hNN_1sjw_d2n_des_1_0389 0 0 0 0 0.897513 0 0 0 0 -549.262 70.1951 1.36406 -18.1211 62.0847 256.819 0 0 0.115385 -17.0496 -27.4654 -95.2717 -18.189 -118.759 0 -41.1001 0 0 0 0 0 0 0 -21.311 0 0 0.0211017 6.31286 12.1956 -0.166873 -0.173076 0 -2.07032 -2.84217e-14 0 0 0 0 -46.2918 6.31676 1.91648 3.03727 1 20.6388 -26.0635 2.29854 -34.86 -490.743
hNN_1sjw_d2n_des_1_0390 0 0 0 0 0.0046691 0 0 0 0 -552.806 76.248 1.35116 -18.4702 65.5498 256.71 0 0 0.0384615 -16.5019 -27.4183 -95.2717 -16.5045 -118.759 0 -41.6518 0 0 0 0 0 0 0 -17.3169 0 0 0.115993 4.09857 7.42043 -0.139279 -0.123072 1.42109e-14 -0.172113 1.42109e-14 0 0 0 0 -47.7681 8.67076 2.2161 4.01081 1 20.6388 -26.0635 7.6681 -34.86 -478.484
hNN_1sjw_d2n_des_1_0391 0 0 0 0 0.315203 0 0 0 0 -543.593 66.9345 1.32519 -19.0693 52.6351 255.808 0 0.0384615 0.0769231 -18.2212 -27.9249 -95.2717 -19.6821 -118.759 0 -41.6147 0 0 0 0 0 0 0 -15.1537 0 0 0.0144692 0.84437 10.8131 -1.02776 -0.133485 0 -3.25028 -2.84217e-14 0 0 0 0 -49.508 8.30564 1.883 3.5605 1 20.6388 -26.0635 6.05172 -34.86 -499.736
hNN_1sjw_d2n_des_1_0392 0 0 0 0 0.271078 0 0 0 0 -545.929 69.1997 1.30243 -18.9167 52.3714 253.564 0 0.115385 0.346154 -17.2031 -29.0648 -95.2717 -16.7443 -118.759 0 -41.103 0 0 0 0 0 0 0 -16.249 0 0 0.0700307 2.51251 6.62695 -0.207846 -0.222513 0 -1.70028 -2.84217e-14 0 0 0 0 -50.2731 3.60626 1.58655 0.459897 1 20.6388 -26.0635 6.05149 -34.86 -499.412
hNN_1sjw_d2n_des_1_0393 0 0 0 0 1.59091 0 0 0 0 -552.641 74.722 1.50081 -18.956 101.991 257.59 0 0 0 -17.4511 -28.1835 -95.2717 -19.2605 -118.759 0 -41.4156 0 0 0 0 0 0 0 -21.8804 0 0 0.0426991 16.2735 11.0015 0.199428 -0.27394 4.12115e-13 -0.49151 7.10543e-14 0 0 0 0 -36.5443 6.08059 1.43318 4.36204 1 20.6388 -26.0635 6.0508 -34.86 -447.362
hNN_1sjw_d2n_des_1_0394 0 0 0 0 0.399363 0 0 0 0 -547.009 69.4791 1.30234 -17.6612 58.8182 256.985 0 0.0384615 0.115385 -17.0606 -28.0273 -95.2717 -18.6493 -118.759 0 -41.2351 0 0 0 0 0 0 0 -18.1274 0 0 -0.131744 4.05447 9.96682 -0.641006 -0.17021 5.68434e-14 -3.56487 1.27898e-13 0 0 0 0 -49.849 3.41045 0.412061 2.42229 1 20.6388 -26.0635 6.05474 -34.86 -489.684
hNN_1sjw_d2n_des_1_0395 0 0 0 0 0.0999232 0 0 0 0 -547.01 69.8951 1.28489 -19.5255 71.3312 254.454 0 0 0.0384615 -17.8297 -28.7968 -95.2717 -18.5284 -118.759 0 -40.9114 0 0 0 0 0 0 0 -19.4472 0 0 -0.068383 18.4188 10.257 -0.157203 -0.322946 4.12115e-13 -0.11095 7.10543e-14 0 0 0 0 -32.3422 7.69365 1.32088 2.38877 1 20.6388 -26.0635 6.05086 -34.86 -482.89
hNN_1sjw_d2n_des_1_0396 0 0 0 0 0.171285 0 0 0 0 -554.379 71.831 1.31376 -18.8983 58.8888 260.307 0 0.115385 0.153846 -17.5356 -30.5163 -95.2717 -20.7389 -118.759 0 -41.0905 0 0 0 0 0 0 0 -20.4608 0 0 -0.110607 4.51407 11.9197 -0.442867 -0.334934 0 -2.71951 -2.84217e-14 0 0 0 0 -48.7255 5.63174 1.98401 2.53954 1 20.6388 -26.0635 6.05479 -34.86 -497.817
hNN_1sjw_d2n_des_1_0397 0 0 0 0 0.0114967 0 0 0 0 -541.574 67.4491 1.28705 -18.3822 55.186 248.488 0 0.230769 0.730769 -16.4317 -26.3733 -95.2717 -15.888 -118.759 0 -40.9994 0 0 0 0 0 0 0 -11.7115 0 0 0.107907 1.63134 3.47241 -0.0966037 -0.169948 0 -0.136474 -2.84217e-14 0 0 0 0 -47.9022 1.77653 1.10834 0.299994 1 20.6388 -26.0635 6.06081 -34.86 -494.481
hNN_1sjw_d2n_des_1_0398 0 0 0 0 0.0174314 0 0 0 0 -543.57 72.7244 1.33519 -18.6994 60.6239 254.03 0 0 0.0769231 -17.5074 -28.4729 -95.2717 -16.9271 -118.759 0 -41.2342 0 0 0 0 0 0 0 -18.9498 0 0 0.0603708 2.81178 9.93753 -0.105729 -0.315084 1.42109e-14 -0.111319 1.42109e-14 0 0 0 0 -47.9064 8.14315 2.20611 1.08366 1 20.6388 -26.0635 6.05247 -34.86 -484.709
hNN_1sjw_d2n_des_1_0399 0 0 0 0 2.50089 0 0 0 0 -538.759 74.4227 1.4426 -17.7434 58.1916 251.089 0 0 0.0384615 -16.6251 -25.4303 -95.2717 -19.7246 -118.759 0 -41.3926 0 0 0 0 0 0 0 -19.3731 0 0 0.00917959 5.2736 9.67921 -0.256019 -0.102951 0 -3.87744 -2.84217e-14 0 0 0 0 -50.0402 7.82291 2.03496 4.10459 1 20.6388 -26.0635 6.05077 -34.86 -478.9
hNN_1sjw_d2n_des_1_0400 0 0 0 0 0.122042 0 0 0 0 -545.55 71.8844 1.39579 -18.1742 62.6866 252.896 0 0 0 -17.2672 -28.9497 -95.2717 -17.2349 -118.759 0 -41.6196 0 0 0 0 0 0 0 -15.473 0 0 0.0868227 0.97822 7.66368 -0.264165 -0.295022 0 -1.13046 -2.84217e-14 0 0 0 0 -50.0535 10.172 1.89447 6.17615 1 20.6388 -26.0635 11.4476 -34.86 -481.058
hNN_1sjw_d2n_des_1_0401 0 0 0 0 0.384991 0 0 0 0 -547.174 78.2456 1.35604 -17.8234 79.7721 256.746 0 0 0.115385 -16.2083 -26.2255 -95.2717 -16.4418 -118.759 0 -41.1732 0 0 0 0 0 0 0 -18.5296 0 0 0.122182 5.81823 10.1282 -0.0893259 -0.101954 4.12115e-13 -1.04122 7.10543e-14 0 0 0 0 -44.8668 5.37723 2.05806 2.5112 1 20.6388 -26.0635 2.29027 -34.86 -459.393
hNN_1sjw_d2n_des_1_0402 0 0 0 0 0.00509705 0 0 0 0 -545.605 65.5592 1.29817 -18.5811 58.1851 252.24 0 0.0384615 0.153846 -17.4524 -29.4611 -95.2717 -16.0714 -118.759 0 -41.2479 0 0 0 0 0 0 0 -19.2486 0 0 0.00227134 5.85107 9.03294 -0.649231 -0.177462 1.42109e-14 -1.10952 1.42109e-14 0 0 0 0 -47.5464 3.6107 1.86936 2.35782 1 20.6388 -26.0635 6.06202 -34.86 -498.136
hNN_1sjw_d2n_des_1_0403 0 0 0 0 0.0127545 0 0 0 0 -534.795 66.5895 1.2899 -19.0394 50.4956 250.121 0 0.0384615 0.115385 -16.0091 -27.342 -95.2717 -13.1055 -118.759 0 -41.3353 0 0 0 0 0 0 0 -13.3325 0 0 0.119635 1.01787 8.75638 -0.102753 -0.218755 0 -0.226731 -2.84217e-14 0 0 0 0 -45.3222 7.86952 1.59437 1.67454 1 20.6388 -26.0635 6.05139 -34.86 -490.046
hNN_1sjw_d2n_des_1_0404 0 0 0 0 1.32523 0 0 0 0 -549.19 70.321 1.29354 -18.0271 59.1731 257.577 0 0 0 -17.4187 -29.5049 -95.2717 -19.1812 -118.759 0 -41.3694 0 0 0 0 0 0 0 -18.7398 0 0 0.0237871 6.12468 10.7047 -0.16403 -0.112881 0 -3.86633 -2.84217e-14 0 0 0 0 -47.3993 8.22393 1.09443 4.94343 1 20.6388 -26.0635 6.05143 -34.86 -491.896
hNN_1sjw_d2n_des_1_0405 0 0 0 0 0.0564438 0 0 0 0 -541.382 76.769 5.42737 -18.1766 64.3728 254.963 0.0384615 0.0384615 0.0769231 -17.8712 -32.4845 -95.2717 -16.6868 -118.759 0 -41.6269 0 0 0 0 0 0 0 -11.4831 0 0 0.134786 0.341014 8.15478 -0.606433 -1.94907 5.68434e-14 -0.317762 1.27898e-13 0 0 0 0 -47.3527 7.85255 1.89392 4.60432 1 20.6388 -26.0635 7.34579 -34.86 -471.982
hNN_1sjw_d2n_des_1_0406 0 0 0 0 0.104281 0 0 0 0 -540.867 67.0694 1.36055 -18.8095 53.6987 249.392 0.115385 0.153846 0.307692 -17.0862 -29.3958 -95.2717 -17.8451 -118.759 0 -41.3355 0 0 0 0 0 0 0 -13.8823 0 0 0.0887933 1.93745 4.78437 -0.0691153 -0.28407 4.12115e-13 -0.0366264 7.10543e-14 0 0 0 0 -48.797 3.38648 2.00862 2.1057 1 20.6388 -26.0635 6.08212 -34.86 -500.611
hNN_1sjw_d2n_des_1_0407 0 0 0 0 0.0343912 0 0 0 0 -546.26 73.61 1.55483 -17.9703 69.6851 256.121 0 0 0 -17.4823 -29.5016 -95.2717 -18.1248 -118.759 0 -41.1213 0 0 0 0 0 0 0 -14.6342 0 0 0.0815898 1.36471 8.7018 -0.393117 -0.170942 0 -1.40298 -2.84217e-14 0 0 0 0 -47.5744 4.57851 1.11616 3.679 1 20.6388 -26.0635 1.76869 -34.86 -480.88
hNN_1sjw_d2n_des_1_0408 0 0 0 0 0.0763356 0 0 0 0 -542.943 74.6701 1.72998 -18.1729 61.5619 253.639 0 0.0384615 0.0769231 -16.0678 -27.5037 -95.2717 -16.0037 -118.759 0 -41.0461 0 0 0 0 0 0 0 -13.9774 0 0 0.156657 3.86952 7.79065 0.113415 -0.170082 0 -0.151011 -2.84217e-14 0 0 0 0 -43.4144 3.43413 1.11748 3.03907 1 20.6388 -26.0635 1.8981 -34.86 -481.431
hNN_1sjw_d2n_des_1_0409 0 0 0 0 5.00498e-07 0 0 0 0 -530.703 67.7143 1.33077 -17.8766 59.9469 247.829 0 0 0.0384615 -16.8051 -25.8841 -95.2717 -17.5831 -118.759 0 -41.8139 0 0 0 0 0 0 0 -8.26372 0 0 0.0748306 1.23279 6.54301 -0.374627 -0.168857 5.68434e-14 -1.63396 1.27898e-13 0 0 0 0 -44.4044 9.01012 2.00684 4.52367 1 20.6388 -26.0635 6.17429 -34.86 -480.172
hNN_1sjw_d2n_des_1_0410 0 0 0 0 26.8994 0 0 0 0 -563.467 80.7824 1.52887 -19.0007 134.376 266.877 0.0384615 0.0384615 0.0769231 -19.101 -30.4237 -95.2717 -22.0477 -118.759 0 -41.1737 0 0 0 0 0 0 0 -27.9691 0 0 -0.139751 59.1795 15.2923 -0.556593 -0.559828 2.41585e-13 -0.657886 -1.42109e-14 0 0 0 0 3.415 8.71547 1.38697 5.02292 1 20.6388 -26.0635 11.4476 -34.86 -386.444
hNN_1sjw_d2n_des_1_0411 0 0 0 0 0.00736861 0 0 0 0 -545.231 71.9789 1.34443 -18.8806 75.8059 251.266 0 0 0.192308 -17.1476 -28.5051 -95.2717 -18.6518 -118.759 0 -41.0204 0 0 0 0 0 0 0 -16.1321 0 0 0.0656119 1.90675 6.39206 -0.185683 -0.324628 0 -1.78956 -2.84217e-14 0 0 0 0 -51.088 3.40407 1.88556 1.38654 1 20.6388 -26.0635 6.05275 -34.86 -476.275
hNN_1sjw_d2n_des_1_0412 0 0 0 0 0.202179 0 0 0 0 -544.161 70.7279 1.31407 -18.6045 58.945 251.189 0 0 0.615385 -17.0246 -27.7281 -95.2717 -19.0947 -118.759 0 -41.1241 0 0 0 0 0 0 0 -13.5865 0 0 0.10941 3.87935 4.06864 -0.0313165 -0.235557 4.12115e-13 -0.151214 7.10543e-14 0 0 0 0 -47.0713 2.37543 1.87062 1.21871 1 20.6388 -26.0635 6.0566 -34.86 -492.492
hNN_1sjw_d2n_des_1_0413 0 0 0 0 0.155517 0 0 0 0 -543.237 68.273 1.33502 -18.2927 51.9559 254.165 0 0 0.0384615 -17.8653 -29.5213 -95.2717 -17.6106 -118.759 0 -41.3632 0 0 0 0 0 0 0 -10.3523 0 0 0.0674254 0.825333 4.42572 -0.400884 -0.216713 0 -1.05314 -2.84217e-14 0 0 0 0 -48.0677 5.1476 1.1384 4.35209 1 20.6388 -26.0635 6.05164 -34.86 -498.906
hNN_1sjw_d2n_des_1_0414 0 0 0 0 0.00700541 0 0 0 0 -538.491 67.3702 1.28798 -18.1653 53.7678 249.291 0 0 0 -15.9176 -26.4446 -95.2717 -13.3992 -118.759 0 -41.1641 0 0 0 0 0 0 0 -12.4339 0 0 0.069344 1.97211 5.23984 0.070146 -0.169899 4.12115e-13 -0.116471 7.10543e-14 0 0 0 0 -46.533 3.47955 0.244919 2.15349 1 20.6388 -26.0635 6.05492 -34.86 -488.954
